codice;prezzo_eur_iva_esclusa;stato;origine;categoria;prodotto;variante;note
TE14-B06D;404,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-B06D - larghezza 200 cm (79"") - altezza 115 cm";
TE14-B07D;420,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-B07D - larghezza 215 cm (85"") - altezza 115 cm";
TE14-E01D;358,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-E01D - larghezza 150 cm (59"") - altezza 140 cm";
TE14-E02D;374,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-E02D - larghezza 170 cm (67"") - altezza 140 cm";
TE14-E03F;388,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-E03F - larghezza 185 cm (73"") - altezza 140 cm";
TE14-E04F;404,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-E04F - larghezza 200 cm (79"") - altezza 140 cm";
TE14-E05F;420,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE14-E05F - larghezza 215 cm (85"") - altezza 140 cm";
TE15-B01B;246,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE15-B01B - larghezza 110 cm (43"") - altezza 115 cm";
TE15-B02B;262,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE15-B02B - larghezza 130 cm (51"") - altezza 115 cm";
TE15-B03B;278,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE15-B03B - larghezza 150 cm (59"") - altezza 115 cm";
TE15-B04B;294,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE15-B04B - larghezza 170 cm (67"") - altezza 115 cm";
TE15-E01B;278,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE15-E01B - larghezza 150 cm (59"") - altezza 140 cm";
TE15-E02B;294,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE15-E02B - larghezza 170 cm (67"") - altezza 140 cm";
TE15-E03B;310,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance;"TE15-E03B - larghezza 185 cm (73"") - altezza 140 cm";
TE16-G;406,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Cagnaro Steccato;"TE16-G - larghezza 250 cm (98"")";
TE16-K;427,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Cagnaro Steccato;"TE16-K - larghezza 300 cm (118"")";
TE16-O;448,40;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Cagnaro Steccato;"TE16-O - larghezza 350 cm (138"")";
TE17-G;282,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Cagnaro;"TE17-G - larghezza 250 cm (98"")";
TE17-I;304,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Cagnaro;"TE17-I - larghezza 275 cm (108"")";
TE17-K;329,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Cagnaro;"TE17-K - larghezza 300 cm (118"")";
TE17-M;353,30;prezzo_definitivo;NETTUNO Price List 2025.pdf p.9;bimini;Cagnaro;"TE17-M - larghezza 325 cm (128"")";
TE18-E03L;1458,05;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal XL;"TE18-E03L - larghezza 185 cm (73"") - altezza 140 cm";
TE18-E04L;1501,43;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal XL;"TE18-E04L - larghezza 200 cm (79"") - altezza 140 cm";
TE18-E05L;1544,81;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal XL;"TE18-E05L - larghezza 215 cm (85"") - altezza 140 cm";
TE18-E06L;1588,19;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal XL;"TE18-E06L - larghezza 230 cm (91"") - altezza 140 cm";
TE18-E07L;1631,57;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal XL;"TE18-E07L - larghezza 245 cm (96"") - altezza 140 cm";
TE18-E08L;1677,36;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal XL;"TE18-E08L - larghezza 260 cm (102"") - altezza 140 cm";
TE18-E09L;1720,74;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal XL;"TE18-E09L - larghezza 275 cm (108"") - altezza 140 cm";
TE18-E10L;1764,12;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;bimini;Royal XL;"TE18-E10L - larghezza 290 cm (114"") - altezza 140 cm";
TE19-A01A;436,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-A01A - larghezza 150 cm (59"") - altezza 95 cm";
TE19-A02A;454,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-A02A - larghezza 170 cm (67"") - altezza 95 cm";
TE19-A03A;472,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-A03A - larghezza 185 cm (73"") - altezza 95 cm";
TE19-A04A;492,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-A04A - larghezza 200 cm (79"") - altezza 95 cm";
TE19-A05A;510,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-A05A - larghezza 215 cm (85"") - altezza 95 cm";
TE19-B03D;436,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-B03D - larghezza 150 cm (59"") - altezza 115 cm";
TE19-B04D;454,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-B04D - larghezza 170 cm (67"") - altezza 115 cm";
TE19-B05D;472,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-B05D - larghezza 185 cm (73"") - altezza 115 cm";
TE19-B06D;492,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-B06D - larghezza 200 cm (79"") - altezza 115 cm";
TE19-B07D;510,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-B07D - larghezza 215 cm (85"") - altezza 115 cm";
TE19-E01D;436,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-E01D - larghezza 150 cm (59"") - altezza 140 cm";
TE19-E02D;454,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-E02D - larghezza 170 cm (67"") - altezza 140 cm";
TE19-E03F;472,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-E03F - larghezza 185 cm (73"") - altezza 140 cm";
TE19-E04F;492,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-E04F - larghezza 200 cm (79"") - altezza 140 cm";
TE19-E05F;510,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.8;bimini;Elegance Plus;"TE19-E05F - larghezza 215 cm (85"") - altezza 140 cm";
TE20-B03F;570,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-B03F - larghezza 150 cm (59"") - altezza 115 cm";
TE20-B04F;584,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-B04F - larghezza 170 cm (67"") - altezza 115 cm";
TE20-B05F;598,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-B05F - larghezza 185 cm (73"") - altezza 115 cm";
TE20-B06F;612,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-B06F - larghezza 200 cm (79"") - altezza 115 cm";
TE20-B07F;626,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-B07F - larghezza 215 cm (85"") - altezza 115 cm";
TE20-E01H;570,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-E01H - larghezza 150 cm (59"") - altezza 140 cm";
TE20-E02H;584,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-E02H - larghezza 170 cm (67"") - altezza 140 cm";
TE20-E03H;598,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-E03H - larghezza 185 cm (73"") - altezza 140 cm";
TE20-E04H;612,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-E04H - larghezza 200 cm (79"") - altezza 140 cm";
TE20-E05H;626,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.7;bimini;Elegance Plus;"TE20-E05H - larghezza 215 cm (85"") - altezza 140 cm";
TE24-E07L;2821,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E07L - larghezza 245 cm (96"") - altezza 140 cm";
TE24-E08L;2868,20;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E08L - larghezza 260 cm (102"") - altezza 140 cm";
TE24-E09L;2915,40;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E09L - larghezza 275 cm (108"") - altezza 140 cm";
TE24-E10L;2962,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E10L - larghezza 290 cm (114"") - altezza 140 cm";
TE24-E11L;3009,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E11L - larghezza 305 cm (120"") - altezza 140 cm";
TE24-E12L;3057,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E12L - larghezza 320 cm (126"") - altezza 140 cm";
TE24-E13L;3104,20;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E13L - larghezza 335 cm (132"") - altezza 140 cm";
TE24-E14L;3151,40;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E14L - larghezza 350 cm (138"") - altezza 140 cm";
TE24-E15L;3198,60;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E15L - larghezza 365 cm (144"") - altezza 140 cm";
TE24-E16L;3245,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E16L - larghezza 380 cm (150"") - altezza 140 cm";
TE24-E17L;3293,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.4;bimini;Majestic;"TE24-E17L - larghezza 395 cm (156"") - altezza 140 cm";
TL001;;rimandato;;telai;Telaio per sprayhood;TL001 - CODICE · CODE  TELAI PER SPRAYHOOD FRAMES FOR SPRAYHOOD;Sezione Telai/Tubi/Tappezzeria da sistemare piu avanti.
TL002;;rimandato;;telai;Telaio per tendalino 2 archi;TL002 - 2 ARCHI | 2 ARCHES FRAMES FOR BIMINI TOPS TELAI PER TENDALINI;Sezione Telai/Tubi/Tappezzeria da sistemare piu avanti.
TL003;;rimandato;;telai;Telai su misura;Telaio 3 archi;Sezione Telai/Tubi/Tappezzeria da sistemare piu avanti.
TL004;;rimandato;;telai;Telai su misura;Telaio 4 archi;Sezione Telai/Tubi/Tappezzeria da sistemare piu avanti.
TN03-001;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-001 - 4 | Arancione | Orange  5 | Rosso | Red  6 | Bordeaux  7 | Verde | Green  8 | Blu Cielo;
TN03-002;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-002 - 11 | Argento | Silver  12 | Grigio | Grey  13 | Grigio scuro | Dark Greye  14 | Nero | Bla;
TN03-003;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-003 - 2 | Beige  3 | Giallo | Yellow  4 | Arancione | Orange  5 | Rosso | Red  6 | Bordeaux  7;
TN03-004;21,31;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-004 - 1 | Bianco | White  2 | Beige  3 | Giallo | Yellow  4 | Arancione | Orange  5 | Rosso | Re;
TN03-005;21,31;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-005 - 10 | Blu | Blue  11 | Argento | Silver  12 | Grigio | Grey  13 | Grigio scuro | Dark Greye;
TN03-006;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-006 - 8 | Blu Cielo | Blue Sky  9 | Laguna | Lagoon  10 | Blu | Blue  11 | Argento | Silver  12;
TN03-007;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-007 - 6 | Bordeaux  7 | Verde | Green  8 | Blu Cielo | Blue Sky  9 | Laguna | Lagoon  10 | Blu;
TN03-008;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-008 - 3 | Giallo | Yellow  4 | Arancione | Orange  5 | Rosso | Red  6 | Bordeaux  7 | Verde | Gr;
TN03-009;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-009 - 12 | Grigio | Grey  13 | Grigio scuro | Dark Greye  14 | Nero | Black DESCRIZIONE | DESCRI;
TN03-010;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-010 - 13 | Grigio scuro | Dark Greye  14 | Nero | Black DESCRIZIONE | DESCRIPTION MEHLER AIRTEX;
TN03-011;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-011 - Red  6 | Bordeaux  7 | Verde | Green  8 | Blu Cielo | Blue Sky  9 | Laguna | Lagoon  10;
TN03-012;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-012 - 14 | Nero | Black DESCRIZIONE | DESCRIPTION MEHLER AIRTEX ® CLASSIC • Altezza rotolo: 170;
TN03-013;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-013 - 5 | Rosso | Red  6 | Bordeaux  7 | Verde | Green  8 | Blu Cielo | Blue Sky  9 | Laguna | L;
TN03-014;28,36;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN03-014 - 7 | Verde | Green  8 | Blu Cielo | Blue Sky  9 | Laguna | Lagoon  10 | Blu | Blue  11 | Ar;
TN04-002;34,92;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN04-002 - 1 | Bianco | White  2 | Grigio | Grey  3 | Beige CODICE · CODE COLORE · COLOUR  4 | Blu;
TN04-003;34,92;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN04-003 - 2 | Grigio | Grey  3 | Beige CODICE · CODE COLORE · COLOUR  4 | Blu | Blue  5 | Bianco | W;
TN04-004;34,92;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN04-004 - 3 | Beige CODICE · CODE COLORE · COLOUR  4 | Blu | Blue  5 | Bianco | White  6 | Grigio;
TN04-005;46,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN04-005 - 7 | Beige DESCRIZIONE | DESCRIPTION POLYMAR ® NAUTICA BOAT LINE • Altezza rotolo: 220 cm •;
TN04-006;46,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN04-006 - 5 | Bianco | White  6 | Grigio | Grey  7 | Beige DESCRIZIONE | DESCRIPTION POLYMAR ® NAUTI;
TN04-007;46,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN04-007 - 4 | Blu | Blue  5 | Bianco | White  6 | Grigio | Grey  7 | Beige DESCRIZIONE | DESCRIPTION;
TN04-008;46,80;prezzo_definitivo;NETTUNO Price List 2025.pdf p.25;tessuti;Tessuti nautici;TN04-008 - 6 | Grigio | Grey  7 | Beige DESCRIZIONE | DESCRIPTION POLYMAR ® NAUTICA BOAT LINE • Altez;
TN05-001-A;0,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Tessuti nautici;TN05-001-A - 0,5 mm | 0,02”  0,8 mm | 0,03” CODICE · CODE COLORE · COLOUR  Bianco | White DESCRIZIONE;
TN05-001-B;0,03;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Tessuti nautici;TN05-001-B - 0,8 mm | 0,03” CODICE · CODE COLORE · COLOUR  Bianco | White DESCRIZIONE | DESCRIPTION RET;
TN06-001;19,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Rete microforata;TN06-001 - Bianco | White DESCRIZIONE | DESCRIPTION RETE PVC PER SOTTOCUSCINI BARCHE • Altezza rotolo;
TN06-002;59,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Rete ombreggiante Serge Ferrari;Beige;
TN06-003;59,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Rete ombreggiante Serge Ferrari;Bianco;
TN06-004;59,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Rete ombreggiante Serge Ferrari;Blu;
TN06-005;59,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Rete ombreggiante Serge Ferrari;Grigio;
TN06-006;59,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Rete ombreggiante Serge Ferrari;Grigio Antracite;
TN06-007;59,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Rete ombreggiante Serge Ferrari;Nero;
TN06-008;59,02;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Rete ombreggiante Serge Ferrari;Nocciola;
TN08-001;52,21;prezzo_definitivo;NETTUNO Price List 2025.pdf p.26;tessuti;Crystal;TN08-001 - DACRON FOR SAILS DACRON PER VELE;
TT04-L;2650,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.14;ttop;T-Top Pro-Fish;145x200 cm - Grande - consolle da 70 a 125 cm;
TT04-S;2450,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.14;ttop;T-Top Pro-Fish;115x160 cm - Piccolo - consolle da 40 a 90 cm;
TT05-L;3174,60;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;ttop;T-Top Dynamic;145x200 cm - Grande - consolle da 70 a 125 cm;
TT05-S;3003,00;prezzo_definitivo;PREZZI AGGIORNATI 01.05.26.pdf;ttop;T-Top Dynamic;115x160 cm - Piccolo - consolle da 40 a 90 cm;
TT06;402,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.14;ttop;Sprayhood Dynamic;Sprayhood Dynamic;
TT07;402,00;prezzo_definitivo;NETTUNO Price List 2025.pdf p.14;ttop;Sprayhood Pro-Fish;Sprayhood Pro-Fish;
